Beam length (um)                                  Beam width (nm)                                   Thickness_1 (nm)                                  Thickness_2 (nm)                                  Temperature (K)                                   Distance (nm)                                     Gate voltage (V)                                  Eigenfrequency (Hz)                               Quality factor                                    Effective mass (kg)                               Noise (kg^2/s^3)                                  TED (W)
20.38646739232456                                 869.4951746847239                                 99.99999999999291                                 41.06741381808966                                 0.17100075872756187                               763.9446971936849                                 0.5309737969654992                                1.492711285647755E8+1431.0292758755777i           52155.162399946275                                3.239327440545652E-15                             2.106641919534598E-25                             9.848379281483628E-12
392.7487395975311                                 840.9650034968414                                 149.9999999999953                                 20.29738093726255                                 239.34057240911423                                541.020173346726                                  18.87554514023802                                 161122.96832353834+1.596817514317625i             50451.27789457328                                 7.819626507151521E-14                             2.1399385017482867E-26                            2.8054670336397873E-11
392.7487395975311                                 840.9650034968414                                 149.9999999999953                                 20.29738093726255                                 239.34057240911423                                541.020173346726                                  18.87554514023802                                 332443.6782059887+3.2956308527576903i             50437.032097796546                                7.931471584388204E-14                             4.4797350385091365E-26                            4.165438355734846E-11
392.7487395975311                                 840.9650034968414                                 149.9999999999953                                 20.29738093726255                                 239.34057240911423                                541.020173346726                                  18.87554514023802                                 522833.0639341696+5.185778566454893i              50410.27660884961                                 8.013291108420033E-14                             7.121719816828785E-26                             5.093650827661488E-11
392.7487395975311                                 840.9650034968414                                 149.9999999999953                                 20.29738093726255                                 239.34057240911423                                541.020173346726                                  18.87554514023802                                 739188.6072573763+7.337897716183651i              50367.87345967255                                 8.034139924037753E-14                             1.0103481255484768E-25                            5.807714967828333E-11
58.294589378912036                                102.25360312034866                                199.99999999997257                                25.711996164170614                                1.123517794036319                                 994.0489660946561                                 25.60045362450188                                 2312322.677704485+188.44668146068474i             6135.217292712461                                 1.9786389731945935E-15                            1.3616070274305507E-26                            3.330995479348064E-13
58.294589378912036                                102.25360312034866                                199.99999999997257                                25.711996164170614                                1.123517794036319                                 994.0489660946561                                 25.60045362450188                                 4644169.231250938+378.48460768590076i             6135.215457826549                                 1.9800037082629054E-15                            2.7365976958931247E-26                            9.564980197708326E-13
58.294589378912036                                102.25360312034866                                199.99999999997257                                25.711996164170614                                1.123517794036319                                 994.0489660946561                                 25.60045362450188                                 7014747.166010118+571.6790976480881i              6135.213964327731                                 1.9821323705333296E-15                            4.1379162707124565E-26                            1.842646178140734E-12
58.294589378912036                                102.25360312034866                                199.99999999997257                                25.711996164170614                                1.123517794036319                                 994.0489660946561                                 25.60045362450188                                 9442655.435439827+769.5454932478558i              6135.215863318061                                 1.9847256651041014E-15                            5.577396451053337E-26                             2.9539588350311734E-12
193.83072002890884                                307.2990299200408                                 200.0000000000451                                 19.190027453000805                                35.68009839017675                                 895.9950349757786                                 28.596483777149093                                641481.7885028153+17.39607156367984i              18437.547412773292                                1.9293949541004653E-14                            3.5206789123986806E-26                            1.1951114092333488E-12
193.83072002890884                                307.2990299200408                                 200.0000000000451                                 19.190027453000805                                35.68009839017675                                 895.9950349757786                                 28.596483777149093                                1288252.0802632319+34.93634659348245i             18437.13218288468                                 1.9308009378910375E-14                            7.075694663380359E-26                             3.4051710878615837E-12
193.83072002890884                                307.2990299200408                                 200.0000000000451                                 19.190027453000805                                35.68009839017675                                 895.9950349757786                                 28.596483777149093                                1945514.9313050231+52.76233498736667i             18436.58863630037                                 1.9330249005835492E-14                            1.069831917267622E-25                             6.41772099142783E-12
193.83072002890884                                307.2990299200408                                 200.0000000000451                                 19.190027453000805                                35.68009839017675                                 895.9950349757786                                 28.596483777149093                                2618313.338716003+71.01238480156042i              18435.610534918254                                1.9357473095328854E-14                            1.4419056949010805E-25                            9.745352999745873E-12
35.34894186704418                                 911.1052102171866                                 199.99999999995367                                49.66535735875362                                 0.5275471085798089                                627.7212802785102                                 29.565036513841715                                7706863.85757949+70.49986957417032i               54658.710038241086                                9.788707574879896E-15                             3.218068976859668E-26                             8.099282335921878E-12
35.34894186704418                                 911.1052102171866                                 199.99999999995367                                49.66535735875362                                 0.5275471085798089                                627.7212802785102                                 29.565036513841715                                1.928382489948554E7+176.4515203309122i            54643.40818180306                                 1.0677545144880593E-14                            8.785743125161521E-26                             8.864031373235148E-12
35.34894186704418                                 911.1052102171866                                 199.99999999995367                                49.66535735875362                                 0.5275471085798089                                627.7212802785102                                 29.565036513841715                                3.585896249836342E7+328.25774300072055i           54620.13198919482                                 1.0664754029881415E-14                            1.6324786226461275E-25                            9.29903934206883E-12
35.34894186704418                                 911.1052102171866                                 199.99999999995367                                49.66535735875362                                 0.5275471085798089                                627.7212802785102                                 29.565036513841715                                5.741494059778795E7+525.8680790539676i            54590.63107717084                                 1.0624701251810916E-14                            2.6054048483864747E-25                            9.608450540853919E-12
154.0541225557898                                 351.81771758936077                                149.99999999991869                                39.43109497426448                                 17.255143259214687                                727.8021518605954                                 20.444243926313376                                933313.2250120179+22.10707121684891i              21108.929714312446                                1.480222588085329E-14                             2.6278672784452656E-26                            9.73319081163782E-13
154.0541225557898                                 351.81771758936077                                149.99999999991869                                39.43109497426448                                 17.255143259214687                                727.8021518605954                                 20.444243926313376                                1877777.9444863098+44.47872455717292i             21108.720665670968                                1.482128244644637E-14                             5.293992217408865E-26                             2.7784787286446682E-12
154.0541225557898                                 351.81771758936077                                149.99999999991869                                39.43109497426448                                 17.255143259214687                                727.8021518605954                                 20.444243926313376                                2844283.802250418+67.37333017591229i              21108.380681373557                                1.4850168166024432E-14                            8.034605836226158E-26                             5.2749745636373866E-12
154.0541225557898                                 351.81771758936077                                149.99999999991869                                39.43109497426448                                 17.255143259214687                                727.8021518605954                                 20.444243926313376                                3843223.035596102+91.03782648144873i              21107.836072826194                                1.4882305552978173E-14                            1.0880210231550917E-25                            8.278875694793567E-12
335.79497219417175                                909.5713833813736                                 100.00000000002967                                23.069822909313856                                104.2789834761236                                 551.5976090451044                                 15.05510678527358                                 358651.6015185299+3.2863166641610553i             54567.41363815606                                 5.3446859636184494E-14                            1.794127412282397E-26                             1.3875449812183467E-11
335.79497219417175                                909.5713833813736                                 100.00000000002967                                23.069822909313856                                104.2789834761236                                 551.5976090451044                                 15.05510678527358                                 726342.8100178121+6.656467274003288i              54559.18132840662                                 5.365946388777125E-14                             3.6484786623974784E-26                            3.627466946207543E-11
335.79497219417175                                909.5713833813736                                 100.00000000002967                                23.069822909313856                                104.2789834761236                                 551.5976090451044                                 15.05510678527358                                 1111650.4438250188+10.18954809282211i             54548.56455351657                                 5.392684160788852E-14                             5.612826126142007E-26                             5.009680908158614E-11
335.79497219417175                                909.5713833813736                                 100.00000000002967                                23.069822909313856                                104.2789834761236                                 551.5976090451044                                 15.05510678527358                                 1522327.2080587803+13.957493229378674i            54534.4061086539                                  5.412614734256126E-14                             7.716781821249249E-26                             5.962399826041324E-11
825.2493769607056                                 241.4682905423126                                 99.99999999998259                                 20.11419102549546                                 32.2154659264962                                  808.1328717060827                                 8.937702037858104                                 158188.90653737474+5.459288281678504i             14488.05213935071                                 3.595673805884014E-14                             1.0256131746251441E-27                            1.1507813481969458E-13
825.2493769607056                                 241.4682905423126                                 99.99999999998259                                 20.11419102549546                                 32.2154659264962                                  808.1328717060827                                 8.937702037858104                                 316417.3263274309+10.919920604714497i             14488.078154652809                                3.595696927412385E-14                             2.051492040337205E-27                             3.3982628890359176E-13
825.2493769607056                                 241.4682905423126                                 99.99999999998259                                 20.11419102549546                                 32.2154659264962                                  808.1328717060827                                 8.937702037858104                                 474717.0109011935+16.38300248834646i              14488.095550225657                                3.5957145274413384E-14                            3.0778395675932362E-27                            6.735220920594625E-13
825.2493769607056                                 241.4682905423126                                 99.99999999998259                                 20.11419102549546                                 32.2154659264962                                  808.1328717060827                                 8.937702037858104                                 633124.3009224826+21.84980310763878i              14488.100826433127                                3.595725373405534E-14                             4.1048880659897975E-27                            1.1153246686412041E-12
195.11100799830166                                803.4077719784884                                 150.00000000003138                                33.29112419857911                                 0.30026831365992573                               519.8679130523726                                 8.41747358557918                                  776845.5709711696+8.057821877772527i              48204.43928614402                                 4.029262593489677E-14                             2.828540908603341E-28                             2.2057478083238546E-12
195.11100799830166                                803.4077719784884                                 150.00000000003138                                33.29112419857911                                 0.30026831365992573                               519.8679130523726                                 8.41747358557918                                  1583006.4741444527+16.41972653245983i             48204.41043933879                                 4.0580665097277634E-14                            5.805027878604879E-28                             1.312570451656423E-11
195.11100799830166                                803.4077719784884                                 150.00000000003138                                33.29112419857911                                 0.30026831365992573                               519.8679130523726                                 8.41747358557918                                  2445498.536581275+25.365963608625574i             48204.32951635545                                 4.087890278344274E-14                             9.033786552816145E-28                             2.489286654430109E-11
195.11100799830166                                803.4077719784884                                 150.00000000003138                                33.29112419857911                                 0.30026831365992573                               519.8679130523726                                 8.41747358557918                                  3387495.526040671+35.136904895307715i             48204.23904913677                                 4.1034604532886435E-14                            1.2561253633228063E-27                            2.912609471830617E-11
32.71942570072541                                 1063.6099050749294                                149.9999999999481                                 36.04887120424596                                 138.0562044037984                                 706.6724809350846                                 25.144438801672067                                9255881.42292144+75.4182186984199i                61363.69688026149                                 7.807396522137034E-15                             8.386878699670334E-24                             9.7629173021606E-12
32.71942570072541                                 1063.6099050749294                                149.9999999999481                                 36.04887120424596                                 138.0562044037984                                 706.6724809350846                                 25.144438801672067                                2.4368691828238185E7+212.11889661641888i          57441.11490523737                                 8.602359027612546E-15                             2.5990508590978596E-23                            1.0246220262943742E-11
32.71942570072541                                 1063.6099050749294                                149.9999999999481                                 36.04887120424596                                 138.0562044037984                                 706.6724809350846                                 25.144438801672067                                4.6429673867808975E7+441.45975082976554i          52586.5311396299                                  8.562701352051672E-15                             5.384182414511847E-23                             1.0535467423754345E-11
32.71942570072541                                 1063.6099050749294                                149.9999999999481                                 36.04887120424596                                 138.0562044037984                                 706.6724809350846                                 25.144438801672067                                7.505289576922245E7+785.4812356887613i            47775.104203105344                                8.532858723037508E-15                             9.546588966264112E-23                             1.0799048763518052E-11
857.4067174356                                    729.0578326909341                                 150.00000000005812                                42.82916538416576                                 0.19707106145399014                               484.76238572036755                                30.21631423571402                                 170710.4410787349+1.9512802941424503i             43743.187893400864                                1.779967362351547E-13                             1.0283810370554802E-29                            6.781994448958838E-14
857.4067174356                                    729.0578326909341                                 150.00000000005812                                42.82916538416576                                 0.19707106145399014                               484.76238572036755                                30.21631423571402                                 341677.45616811654+3.9054744795788126i            43743.3989077005                                  1.7800666513974483E-13                            2.0584125936324393E-29                            4.019223064762668E-13
857.4067174356                                    729.0578326909341                                 150.00000000005812                                42.82916538416576                                 0.19707106145399014                               484.76238572036755                                30.21631423571402                                 513155.1790400956+5.865509733951631i              43743.44279659332                                 1.7802321635071035E-13                            3.0917528164120834E-29                            1.1984567449004354E-12
857.4067174356                                    729.0578326909341                                 150.00000000005812                                42.82916538416576                                 0.19707106145399014                               484.76238572036755                                30.21631423571402                                 685397.4599695732+7.834217772012272i              43743.83505255087                                 1.7804481849226505E-13                            4.129974222493607E-29                             2.6579500736463945E-12
852.2977026738242                                 290.68621834741816                                99.99999999998587                                 18.58805368654109                                 1.7396625815329836                                702.802874473852                                  28.61845245572504                                 160752.5673415864+4.608505249001272i              17440.857572685465                                4.415975459663594E-14                             5.383223290456299E-29                             5.101392492664485E-14
852.2977026738242                                 290.68621834741816                                99.99999999998587                                 18.58805368654109                                 1.7396625815329836                                702.802874473852                                  28.61845245572504                                 321550.1031012981+9.218168912111162i              17441.104961673384                                4.415997321531833E-14                             1.0767853038963099E-28                            3.0218716393166493E-13
852.2977026738242                                 290.68621834741816                                99.99999999998587                                 18.58805368654109                                 1.7396625815329836                                702.802874473852                                  28.61845245572504                                 482438.706971049+13.83047300484923i               17441.14994483597                                 4.416043151458893E-14                             1.6155708119228754E-28                            9.00487193814739E-13
852.2977026738242                                 290.68621834741816                                99.99999999998587                                 18.58805368654109                                 1.7396625815329836                                702.802874473852                                  28.61845245572504                                 643463.7509753163+18.447748881467398i             17440.169939159794                                4.416066471522748E-14                             2.1549372905773927E-28                            1.6395628336763174E-12
184.01555857800952                                190.22431455087658                                149.9999999999702                                 40.72424724698229                                 15.287665892265858                                797.5704116744611                                 7.944621518137062                                 762861.4821115903+33.419572813895975i             11413.393677409822                                9.832851597768481E-15                             1.6386482672269326E-26                            2.0997530473212448E-13
184.01555857800952                                190.22431455087658                                149.9999999999702                                 40.72424724698229                                 15.287665892265858                                797.5704116744611                                 7.944621518137062                                 1527585.8478636788+66.92119178606269i             11413.31921244587                                 9.833967539445942E-15                             3.2816918709640727E-26                            6.16948514861154E-13
184.01555857800952                                190.22431455087658                                149.9999999999702                                 40.72424724698229                                 15.287665892265858                                797.5704116744611                                 7.944621518137062                                 2296028.47402961+100.58613988835577i              11413.244789879742                                9.835744750193586E-15                             4.9334502821784103E-26                            1.2162458932155925E-12
184.01555857800952                                190.22431455087658                                149.9999999999702                                 40.72424724698229                                 15.287665892265858                                797.5704116744611                                 7.944621518137062                                 3070027.828395468+134.4951048744821i              11413.158238214859                                9.83812285168689E-15                              6.598178853519779E-26                             2.0023182852029983E-12
11.40031695939901                                 510.9109273412574                                 100.00000000001171                                35.956866825001406                                0.7201022460102288                                409.12708397952224                                7.8778829595539435                                3.5935446729773976E7+586.226641932404i            30649.789824731928                                9.451374905094938E-16                             3.390737156190489E-25                             3.541491360480812E-12
11.40031695939901                                 510.9109273412574                                 100.00000000001171                                35.956866825001406                                0.7201022460102288                                409.12708397952224                                7.8778829595539435                                9.341486562934254E7+1524.3326678381452i           30641.23324266736                                 1.0402920458250399E-15                            9.70439841014825E-25                              3.774990714138528E-12
11.40031695939901                                 510.9109273412574                                 100.00000000001171                                35.956866825001406                                0.7201022460102288                                409.12708397952224                                7.8778829595539435                                1.7584939381981963E8+2870.5985985188963i          30629.394494679254                                1.0334460332906678E-15                            1.8154899712925154E-24                            3.950123257048148E-12
11.40031695939901                                 510.9109273412574                                 100.00000000001171                                35.956866825001406                                0.7201022460102288                                409.12708397952224                                7.8778829595539435                                2.807773941135278E8+4586.2535386686i              30610.75796903216                                 1.026563328943107E-15                             2.8812264250293542E-24                            4.123745009499021E-12
95.5811309328323                                  700.4415407084566                                 200.00000000006105                                23.02397154271956                                 13.444263646957326                                501.37350661711406                                24.17970288849395                                 1595723.4162185898+18.987301615721897i            42020.80549711388                                 1.995622843399628E-14                             6.158964152754838E-26                             8.84903848080869E-12
95.5811309328323                                  700.4415407084566                                 200.00000000006105                                23.02397154271956                                 13.444263646957326                                501.37350661711406                                24.17970288849395                                 3407647.2619174183+40.56159187344772i             42005.83735166                                    2.063715260753746E-14                             1.3606008161579418E-25                            1.1471459262709379E-11
