% Model:              3_full.mph
% Version:            COMSOL 5.6.0.401
% Date:               Mar 4 2023, 20:01
% Table:              Eigenfrequencies, Mesh Calibration (Long wire) - 
% d_max                                           d_t_1                                             d_t_2                                             d_beam_w                                          Frequency (Hz)                                    Quality factor for eigenvalue (1)                 abs(solid.Qted) (W)
10000.00000000041                                 3.0000000000001172                                3.0000000000001172                                5.000000000000199                                 1168827.2748957404+910.862142814791i              641.6049256826763                                 1.917057777672152E-13
20000.000000000207                                2.999999999999977                                 2.999999999999977                                 7.000000000000097                                 146863.29878776846+4.07944837317634i              18000.386982887547                                2.8171587805522603E-15
20000.000000000207                                2.999999999999977                                 2.999999999999977                                 7.000000000000097                                 293754.92011329916+8.159735937185577i             18000.27123271182                                 1.5093747206561318E-14
20000.000000000207                                2.999999999999977                                 2.999999999999977                                 7.000000000000097                                 440708.8378906807+12.242376721376122i             17999.316959474527                                4.2632067338434673E-14
20000.000000000207                                2.999999999999977                                 2.999999999999977                                 7.000000000000097                                 587756.6999213655+16.326747652630694i             17999.80965059687                                 8.127659728110268E-14
20000.000000000207                                2.999999999999977                                 2.999999999999977                                 7.000000000000097                                 734932.1125848982+20.414164509288472i             18000.54350131499                                 1.1998135941124144E-13
20000.000000000207                                2.999999999999977                                 2.999999999999977                                 7.000000000000097                                 882270.9019141142+24.46521791764196i              18031.126983706545                                1.6650054380175317E-13
20000.000000000207                                2.999999999999977                                 2.999999999999977                                 7.000000000000097                                 1029809.2444831725+28.80093470822834i             17878.05248190309                                 2.206055367863314E-13
20000.000000000207                                2.999999999999977                                 2.999999999999977                                 7.000000000000097                                 1178363.7673138878+1870.311818007417i             315.01799752549107                                1.6933294860205682E-13
15000.000000000207                                2.9999999999999907                                2.9999999999999907                                7.000000000000029                                 146319.39140831452+4.06439096556148i              18000.161973604412                                2.711570014158067E-15
15000.000000000207                                2.9999999999999907                                2.9999999999999907                                7.000000000000029                                 292663.64181052055+8.129639876264092i             17999.791273965107                                1.4712628492991445E-14
15000.000000000207                                2.9999999999999907                                2.9999999999999907                                7.000000000000029                                 439065.8359404697+12.19585290051822i              18000.620355211602                                4.1799871102087184E-14
15000.000000000207                                2.9999999999999907                                2.9999999999999907                                7.000000000000029                                 585554.9225849397+16.265205688619353i             18000.231100509573                                8.002583571934015E-14
15000.000000000207                                2.9999999999999907                                2.9999999999999907                                7.000000000000029                                 732160.6019163443+20.337913422122213i             17999.894746330832                                1.178307531603705E-13
15000.000000000207                                2.9999999999999907                                2.9999999999999907                                7.000000000000029                                 878913.1506042706+24.412490869941873i             18001.30013947909                                 1.630405147937194E-13
15000.000000000207                                2.9999999999999907                                2.9999999999999907                                7.000000000000029                                 1025833.9503218997+27.652868983384955i            18548.41808526753                                 2.159777630870128E-13
15000.000000000207                                2.9999999999999907                                2.9999999999999907                                7.000000000000029                                 1173032.5664272674-583.2678608033071i             1005.5693492281347                                2.770388582345256E-13
9999.999999999882                                 2.999999999999942                                 2.999999999999942                                 6.99999999999941                                  145822.84535535565+4.050641315535833i             17999.970127701214                                2.5088025441453836E-15
9999.999999999882                                 2.999999999999942                                 2.999999999999942                                 6.99999999999941                                  291671.91295281536+8.102290543563743i             17999.349158397745                                1.3940819029041292E-14
9999.999999999882                                 2.999999999999942                                 2.999999999999942                                 6.99999999999941                                  437576.3511201403+12.153750101487319i             18001.701016815536                                4.01573312771404E-14
9999.999999999882                                 2.999999999999942                                 2.999999999999942                                 6.99999999999941                                  583563.5243940103+16.211010344374724i             17998.986861311292                                7.76157040637187E-14
9999.999999999882                                 2.999999999999942                                 2.999999999999942                                 6.99999999999941                                  729661.349432245+20.26891286174148i               17999.51863253338                                 1.1462409446605807E-13
9999.999999999882                                 2.999999999999942                                 2.999999999999942                                 6.99999999999941                                  875897.7471202412+24.329737830929332i             18000.55868269088                                 1.5883842417994494E-13
9999.999999999882                                 2.999999999999942                                 2.999999999999942                                 6.99999999999941                                  1022297.3858887813+26.071616064928172i            19605.562296998454                                2.1004358960246702E-13
9999.999999999882                                 2.999999999999942                                 2.999999999999942                                 6.99999999999941                                  1169049.5257593843-432.79880770410426i            1350.569254061467                                 2.6760748592157043E-13
20000.00000000005                                 3.0000000000000844                                5.000000000000073                                 3.0000000000000844                                146929.38811314054+4.081362922194928i             18000.03955959499                                 2.8426413211476026E-15
20000.00000000005                                 3.0000000000000844                                5.000000000000073                                 3.0000000000000844                                293884.9440238401+8.163167663748867i              18000.668130885795                                1.5161252417782474E-14
20000.00000000005                                 3.0000000000000844                                5.000000000000073                                 3.0000000000000844                                440903.2417242646+12.24947767187585i              17996.818049497582                                4.2652809798028074E-14
20000.00000000005                                 3.0000000000000844                                5.000000000000073                                 3.0000000000000844                                588015.5628389633+16.330073586244428i             18004.069599976327                                9.168168955110528E-14
20000.00000000005                                 3.0000000000000844                                5.000000000000073                                 3.0000000000000844                                735255.7753332029+20.429386924124227i             17995.0523739153                                  1.6898310019968975E-13
20000.00000000005                                 3.0000000000000844                                5.000000000000073                                 3.0000000000000844                                882658.8179698451+24.49503185784965i              18017.098795628215                                2.520254321920546E-13
20000.00000000005                                 3.0000000000000844                                5.000000000000073                                 3.0000000000000844                                1030299.2414289609+43.48574099197111i             11846.403187876846                                3.3310472612047154E-13
20000.00000000005                                 3.0000000000000844                                5.000000000000073                                 3.0000000000000844                                1178156.942161648+55.710764170800196i             10573.871671815634                                4.20687556457124E-13
15000.000000000284                                3.0000000000000306                                4.999999999999944                                 3.0000000000000306                                146378.0350255034+4.066034409405005i              18000.09791935431                                 2.737970436579215E-15
15000.000000000284                                3.0000000000000306                                4.999999999999944                                 3.0000000000000306                                292789.5990870728+8.132484163607867i              18001.240039131426                                1.4772224729188898E-14
15000.000000000284                                3.0000000000000306                                4.999999999999944                                 3.0000000000000306                                439257.9964852294+12.204569715142i                17995.636336946547                                4.181581776941511E-14
15000.000000000284                                3.0000000000000306                                4.999999999999944                                 3.0000000000000306                                585812.187271604+16.269616829632817i              18003.257034444818                                8.998876197508753E-14
15000.000000000284                                3.0000000000000306                                4.999999999999944                                 3.0000000000000306                                732482.4330208634+20.342523587457883i             18003.725788290663                                1.6547791398921028E-13
15000.000000000284                                3.0000000000000306                                4.999999999999944                                 3.0000000000000306                                879299.6856552333+24.42231797159126i              18001.970301878267                                2.469402397078597E-13
15000.000000000284                                3.0000000000000306                                4.999999999999944                                 3.0000000000000306                                1026304.1801086906+25.798414419750635i            19890.838316849295                                3.26006695554865E-13
15000.000000000284                                3.0000000000000306                                4.999999999999944                                 3.0000000000000306                                1171201.0300180884-105.36903788078392i            5557.614710989413                                 4.1206106409501E-13
9999.999999999996                                 3.000000000000256                                 5.000000000000142                                 3.000000000000256                                 145886.09920931887+4.052300843793714i             18000.403330463672                                2.535734763993299E-15
9999.999999999996                                 3.000000000000256                                 5.000000000000142                                 3.000000000000256                                 291800.4432161651+8.105576752147265i              17999.98026907112                                 1.4001478757514447E-14
9999.999999999996                                 3.000000000000256                                 5.000000000000142                                 3.000000000000256                                 437769.86770675465+12.160386653398763i            17999.833401039177                                4.018587373514673E-14
9999.999999999996                                 3.000000000000256                                 5.000000000000142                                 3.000000000000256                                 583821.8011345492+16.21633350874402i              18001.04199940483                                 8.700998591295332E-14
9999.999999999996                                 3.000000000000256                                 5.000000000000142                                 3.000000000000256                                 729984.1149027318+20.282048464939987i             17995.818227252552                                1.604546898464303E-13
9999.999999999996                                 3.000000000000256                                 5.000000000000142                                 3.000000000000256                                 876285.0973217513+24.320625254360806i             18015.26663391817                                 2.4060477759729384E-13
9999.999999999996                                 3.000000000000256                                 5.000000000000142                                 3.000000000000256                                 1022752.9406687423+28.381051421695496i            18018.235573311285                                3.1725554693860497E-13
9999.999999999996                                 3.000000000000256                                 5.000000000000142                                 3.000000000000256                                 1169126.7084860243+446.7427028454806i             1308.501180925276                                 4.033986447458258E-13
20000.00000000034                                 3.000000000000079                                 5.000000000000124                                 5.000000000000124                                 146879.04247987203+4.079922178011885i             18000.225993457825                                2.8247065275963573E-15
20000.00000000034                                 3.000000000000079                                 5.000000000000124                                 5.000000000000124                                 293787.9597344932+8.160704663486454i              18000.158800563055                                1.5119784176492883E-14
20000.00000000034                                 3.000000000000079                                 5.000000000000124                                 5.000000000000124                                 440758.89147056965+12.244327986009907i            17998.492525444257                                4.265957379045574E-14
20000.00000000034                                 3.000000000000079                                 5.000000000000124                                 5.000000000000124                                 587823.5455612863+16.3265313111323i               18002.095312201174                                8.603411354885562E-14
20000.00000000034                                 3.000000000000079                                 5.000000000000124                                 5.000000000000124                                 735015.7781106031+20.415545179124894i             18001.375218286485                                1.268871497146015E-13
20000.00000000034                                 3.000000000000079                                 5.000000000000124                                 5.000000000000124                                 882371.0533083171+24.514218026304246i             17997.128286154602                                1.759961517191737E-13
20000.00000000034                                 3.000000000000079                                 5.000000000000124                                 5.000000000000124                                 1029931.2840475576+26.820244355223444i            19200.63200033769                                 2.330902221703676E-13
20000.00000000034                                 3.000000000000079                                 5.000000000000124                                 5.000000000000124                                 1175206.6267566977+322.0731542038687i             1824.4405213804855                                2.930920948929196E-13
14999.999999999936                                2.9999999999999853                                5.000000000000063                                 5.000000000000063                                 146335.03626163313+4.064678293515098i             18000.814049059183                                2.71943049862077E-15
14999.999999999936                                2.9999999999999853                                5.000000000000063                                 5.000000000000063                                 292696.3823795537+8.130531475154092i              17999.830839719223                                1.4736930280045734E-14
14999.999999999936                                2.9999999999999853                                5.000000000000063                                 5.000000000000063                                 439115.63468372636+12.197381418991736i            18000.405972383676                                4.1830850602339694E-14
14999.999999999936                                2.9999999999999853                                5.000000000000063                                 5.000000000000063                                 585621.6351761293+16.26804949561143i              17999.134909631397                                8.473999069965009E-14
14999.999999999936                                2.9999999999999853                                5.000000000000063                                 5.000000000000063                                 732244.0295705863+20.335170941335534i             18004.37359693211                                 1.2466120742963456E-13
14999.999999999936                                2.9999999999999853                                5.000000000000063                                 5.000000000000063                                 879013.3945026837+24.420685597548438i             17997.311971269577                                1.7238280758117294E-13
14999.999999999936                                2.9999999999999853                                5.000000000000063                                 5.000000000000063                                 1025958.5224507193+27.06323174159263i             18954.841244514944                                2.281915259447567E-13
14999.999999999936                                2.9999999999999853                                5.000000000000063                                 5.000000000000063                                 1173111.9998153106-11.781939150840643i            49784.334513883856                                2.909793540661631E-13
9999.999999999813                                 2.9999999999998908                                4.999999999999835                                 4.999999999999835                                 145841.47462772366+4.050847295397317i             18001.354283762455                                2.517286256333062E-15
9999.999999999813                                 2.9999999999998908                                4.999999999999835                                 4.999999999999835                                 291706.19623363623+8.102902767662409i             18000.104690741817                                1.3964776034180742E-14
9999.999999999813                                 2.9999999999998908                                4.999999999999835                                 4.999999999999835                                 437627.04055974836+12.156160332850773i            18000.216703997918                                4.0189411942045174E-14
9999.999999999813                                 2.9999999999998908                                4.999999999999835                                 4.999999999999835                                 583630.8208862926+16.212843221387743i             17999.02746596587                                 8.219242728787069E-14
9999.999999999813                                 2.9999999999998908                                4.999999999999835                                 4.999999999999835                                 729745.273995553+20.268630792658417i              18001.839430117063                                1.212778396618203E-13
9999.999999999813                                 2.9999999999998908                                4.999999999999835                                 4.999999999999835                                 875998.3964359873+24.33546846752252i              17998.387777188465                                1.679595769405151E-13
9999.999999999813                                 2.9999999999998908                                4.999999999999835                                 4.999999999999835                                 1022418.8515677655+29.125110075744058i            17552.188625362516                                2.219921731843605E-13
9999.999999999813                                 2.9999999999998908                                4.999999999999835                                 4.999999999999835                                 1169186.8310989733-188.93834494492694i            3094.096202228717                                 2.819025591811474E-13
20000.000000000033                                3.000000000000088                                 5.000000000000045                                 7.000000000000283                                 146862.7351375518+4.079505684468839i              18000.065019725258                                2.8162099723542276E-15
20000.000000000033                                3.000000000000088                                 5.000000000000045                                 7.000000000000283                                 293749.52551183384+8.159950320659743i             17999.467764410507                                1.508991766771198E-14
20000.000000000033                                3.000000000000088                                 5.000000000000045                                 7.000000000000283                                 440700.1187118946+12.241854321951168i             17999.728926755015                                4.262262875279211E-14
20000.000000000033                                3.000000000000088                                 5.000000000000045                                 7.000000000000283                                 587744.7140140552+16.321694691290183i             18005.014954964103                                7.880336079013235E-14
20000.000000000033                                3.000000000000088                                 5.000000000000045                                 7.000000000000283                                 734916.9989784382+20.417867932357186i             17996.90842876329                                 1.1634026020677356E-13
20000.000000000033                                3.000000000000088                                 5.000000000000045                                 7.000000000000283                                 882252.5546024642+24.501063113998722i             18004.372922463222                                1.6145887525351703E-13
20000.000000000033                                3.000000000000088                                 5.000000000000045                                 7.000000000000283                                 1029789.4358289122+36.0917088925293i              14266.288123060529                                2.1395862405156214E-13
20000.000000000033                                3.000000000000088                                 5.000000000000045                                 7.000000000000283                                 1175546.940015611-1323.1146432690857i             444.23472523558104                                2.7222720793897866E-13
14999.999999999376                                2.9999999999998876                                4.999999999999862                                 6.9999999999996945                                146313.74228928963+4.064209671281773i             18000.26993232682                                 2.7106250780803225E-15
14999.999999999376                                2.9999999999998876                                4.999999999999862                                 6.9999999999996945                                292656.2022905766+8.129586259633532i              17999.452428701155                                1.470875202803761E-14
14999.999999999376                                2.9999999999998876                                4.999999999999862                                 6.9999999999996945                                439055.9285833141+12.19540753787848i              18000.871525597442                                4.179052650358496E-14
14999.999999999376                                2.9999999999998876                                4.999999999999862                                 6.9999999999996945                                585542.2425004292+16.26600721440335i              17998.95434639678                                 7.759108396196278E-14
14999.999999999376                                2.9999999999998876                                4.999999999999862                                 6.9999999999996945                                732144.856216817+20.33202611972682i               18004.71954702301                                 1.1425640842101751E-13
14999.999999999376                                2.9999999999998876                                4.999999999999862                                 6.9999999999996945                                878894.4383491068+24.420401482358177i             17995.08576843127                                 1.5810782761672152E-13
14999.999999999376                                2.9999999999998876                                4.999999999999862                                 6.9999999999996945                                1025822.3199174477+28.630153994947936i            17915.068149798393                                2.0951714308140726E-13
14999.999999999376                                2.9999999999998876                                4.999999999999862                                 6.9999999999996945                                1172961.1941312184+29.22948167034221i             20064.693711645352                                9.137409791232693E-14
10000.00000000015                                 2.9999999999997855                                4.999999999999666                                 6.999999999999579                                 145819.94265584883+4.05051919733482i              18000.154492760837                                2.5081244083462026E-15
10000.00000000015                                 2.9999999999997855                                4.999999999999666                                 6.999999999999579                                 291665.8439738713+8.102145472408361i              17999.296912595953                                1.3937820478262253E-14
10000.00000000015                                 2.9999999999997855                                4.999999999999666                                 6.999999999999579                                 437567.1188794195+12.154496613318667i             18000.21559099129                                 4.0150228578619435E-14
10000.00000000015                                 2.9999999999997855                                4.999999999999666                                 6.999999999999579                                 583551.2898617436+16.210438526675627i             17999.24440358264                                 7.525566760226135E-14
