Beam length (um)                                  Beam width (nm)                                   Thickness_1 (nm)                                  Thickness_2 (nm)                                  Temperature (K)                                   Distance (nm)                                     Gate voltage (V)                                  Pretension (Pa)                                   Eigenfrequency (Hz)                               Quality factor (1)                                Effective mass                                    Noise (kg^2 / s^3)                               TED (W)
92.05187856096907                                 213.8869573174215                                 78.83777089161003                                 23.255634967914066                                0.01779287370481283                               266.96577754027385                                0                                                 9.811962663703737E8                               1.0633838931726312E7+0.048525947723057454i        1.0956858578440621E8                              2.955337536013726E-15                             3.3260989866005626E-32                            9.503559583799193E-13
92.05187856096907                                 213.8869573174215                                 78.83777089161003                                 23.255634967914066                                0.01779287370481283                               266.96577754027385                                0                                                 9.811962663703737E8                               1.4215267434397759E7-1.7026735618501154i          4174396.006640136                                 2.955390383595908E-15                             1.167079128837482E-30                             1.9199616314790036E-12
10.310316185105322                                221.11353214175912                                195.9037980371373                                 37.079460688852784                                0.027052730690565095                              251.50069303641453                                26.675832020855474                                6.351362792814492E8                               3.3531096619837992E7+6.265918625790593i           2675672.8440282224                                6.828724052816107E-16                             1.2027205313200186E-28                            1.5883877773259153E-12
10.310316185105322                                221.11353214175912                                195.9037980371373                                 37.079460688852784                                0.027052730690565095                              251.50069303641453                                26.675832020855474                                6.351362792814492E8                               7.436849894439882E7+16.878417087304168i           2203064.9722579033                                7.173647991884763E-16                             3.403393677989736E-28                             1.974862916142434E-12
10.310316185105322                                221.11353214175912                                195.9037980371373                                 37.079460688852784                                0.027052730690565095                              251.50069303641453                                26.675832020855474                                6.351362792814492E8                               1.2676424894250964E8+33.51392465609216i           1891217.6094462015                                7.206070263899102E-16                             6.788349474720842E-28                             2.2540011123621647E-12
10.310316185105322                                221.11353214175912                                195.9037980371373                                 37.079460688852784                                0.027052730690565095                              251.50069303641453                                26.675832020855474                                6.351362792814492E8                               1.9236968865737534E8+56.254152580472244i          1709826.5624229498                                7.147747188010036E-16                             1.1302231045015462E-27                            2.4776366456112766E-12
18.683573480639748                                282.6621362280694                                 207.61411714718267                                18.750307222349463                                0.4964232112915525                                172.245796783125                                  2.6474454751162635                                0                                                 1.0490776466649445E7+0.5979256153162141i          8772643.450892404                                 1.5062195031888242E-15                            1.414623558533533E-28                             2.384364401018475E-12
18.683573480639748                                282.6621362280694                                 207.61411714718267                                18.750307222349463                                0.4964232112915525                                172.245796783125                                  2.6474454751162635                                0                                                 2.485732484891653E7+1.4455526142897592i           8597862.368756328                                 1.6198815855863811E-15                            3.678092376184656E-28                             2.740249547567617E-12
18.683573480639748                                282.6621362280694                                 207.61411714718267                                18.750307222349463                                0.4964232112915525                                172.245796783125                                  2.6474454751162635                                0                                                 4.475570525582115E7+2.685519572702211i            8332783.29280425                                  1.6238359291184204E-15                            6.849769050081011E-28                             2.9439547939725002E-12
18.683573480639748                                282.6621362280694                                 207.61411714718267                                18.750307222349463                                0.4964232112915525                                172.245796783125                                  2.6474454751162635                                0                                                 7.057575996260074E7+4.410434723934928i            8000998.130592374                                 1.6166678368456715E-15                            1.1199732695624843E-27                            3.0815675554111336E-12
121.74784201490779                                991.5507659089229                                 102.50694463254086                                29.29748451252755                                 2.03723454731601                                  415.47121603854083                                18.419811526751353                                8.374213387208731E8                               2649738.74515944+0.1811268929269199i              7314592.279315454                                 2.2333235108300813E-14                            6.140819511700488E-29                             1.4108799719878981E-11
121.74784201490779                                991.5507659089229                                 102.50694463254086                                29.29748451252755                                 2.03723454731601                                  415.47121603854083                                18.419811526751353                                8.374213387208731E8                               5380821.797798751+0.3973807046767212i             6770361.185725294                                 2.24542536828235E-14                              1.3545566050115148E-28                            1.9902068293484475E-11
121.74784201490779                                991.5507659089229                                 102.50694463254086                                29.29748451252755                                 2.03723454731601                                  415.47121603854083                                18.419811526751353                                8.374213387208731E8                               8269130.657284966+0.6797350300359296i             6082613.291864476                                 2.2596154207465796E-14                            2.3316638504150324E-28                            2.5186497182490024E-11
121.74784201490779                                991.5507659089229                                 102.50694463254086                                29.29748451252755                                 2.03723454731601                                  415.47121603854083                                18.419811526751353                                8.374213387208731E8                               1.1381108823312042E7+1.052748171942794i           5405427.967786585                                 2.2679053489136E-14                               3.6244422065100897E-28                            2.982471038360712E-11
1082.3415943180955                                385.0998831079174                                 216.55699774683808                                20.771243768366528                                90.00007469729752                                 436.67223291953695                                0                                                 3.44172335593055E8                                184779.8732922184+0.1909215549862635i             483915.69329483836                                1.5017179785457938E-13                            2.432936563420141E-28                             5.868504231806594E-13
1082.3415943180955                                385.0998831079174                                 216.55699774683808                                20.771243768366528                                90.00007469729752                                 436.67223291953695                                0                                                 3.44172335593055E8                                369588.14136518905+0.38203311561932546i           483712.17867598135                                1.501723294880165E-13                             4.868311626455782E-28                             1.6178202056381238E-12
1082.3415943180955                                385.0998831079174                                 216.55699774683808                                20.771243768366528                                90.00007469729752                                 436.67223291953695                                0                                                 3.44172335593055E8                                554453.962850513+0.5735098656669095i              483386.59545618144                                1.5016908684543998E-13                            7.308173938605547E-28                             3.0824128228459942E-12
1082.3415943180955                                385.0998831079174                                 216.55699774683808                                20.771243768366528                                90.00007469729752                                 436.67223291953695                                0                                                 3.44172335593055E8                                739406.2560767147+0.753076309337403i              490923.8591818295                                 1.501868093266687E-13                             9.597502163732476E-28                             4.976076313963544E-12
843.8951331063757                                 150.84313959377616                                156.6763018493266                                 21.20268809109025                                 0.5631901590405662                                235.25106902298376                                0                                                 0                                                 156873.539392957+0.0010077059958707143i           7.783695841634223E7                               3.419053020260708E-14                             3.009477085574224E-33                             8.003644260157563E-15
843.8951331063757                                 150.84313959377616                                156.6763018493266                                 21.20268809109025                                 0.5631901590405662                                235.25106902298376                                0                                                 0                                                 313762.76283177454+0.0019843624096676877i         7.905883554917683E7                               3.419050481806176E-14                             5.926221330473759E-33                             4.3803629562521026E-14
843.8951331063757                                 150.84313959377616                                156.6763018493266                                 21.20268809109025                                 0.5631901590405662                                235.25106902298376                                0                                                 0                                                 470679.6971750165+0.0034587708941740576i          6.804146784741385E7                               3.418984467962201E-14                             1.0329285614814285E-32                            1.2499374699265788E-13
843.8951331063757                                 150.84313959377616                                156.6763018493266                                 21.20268809109025                                 0.5631901590405662                                235.25106902298376                                0                                                 0                                                 627638.5914375416-4.3139964341378575E-4i          7.274444949361959E8                               3.419373370246993E-14                             1.2884799640176111E-33                            2.710425583390242E-13
11.196821739881978                                288.41789597264017                                149.95693925741634                                11.02063683766567                                 43.67587657681579                                 393.9023758255592                                 0                                                 7.272325388479532E8                               3.3522402757662907E7+16.26775213733526i           1030332.9702424471                                6.674731304305993E-16                             4.178175767332442E-25                             1.2187207848229846E-12
11.196821739881978                                288.41789597264017                                149.95693925741634                                11.02063683766567                                 43.67587657681579                                 393.9023758255592                                 0                                                 7.272325388479532E8                               7.653123487156592E7+60.1344104095086i             636334.7902673156                                 7.10208546370594E-16                              1.6433660966445195E-24                            1.4673401719897631E-12
11.196821739881978                                288.41789597264017                                149.95693925741634                                11.02063683766567                                 43.67587657681579                                 393.9023758255592                                 0                                                 7.272325388479532E8                               1.3365292082386778E8+159.92675585619094i          417856.6622836884                                 7.134322743289999E-16                             4.390351088203432E-24                             1.6363440210712552E-12
11.196821739881978                                288.41789597264017                                149.95693925741634                                11.02063683766567                                 43.67587657681579                                 393.9023758255592                                 0                                                 7.272325388479532E8                               2.0607405470409617E8+347.1140630318171i           296839.10370003834                                7.08785318486493E-16                              9.46699818625346E-24                              1.7716215621027879E-12
632.8527699743339                                 295.9026819535309                                 140.3674180265158                                 44.911518335626354                                0.8883523075662089                                170.95201697871903                                0                                                 3.2930798960567385E8                              350271.71963113185+0.035457443518289666i          4939325.63765421                                  5.1412954880212434E-14                            4.466148080721441E-31                             1.6915312473712699E-13
632.8527699743339                                 295.9026819535309                                 140.3674180265158                                 44.911518335626354                                0.8883523075662089                                170.95201697871903                                0                                                 3.2930798960567385E8                              700611.7639909567+0.07094160695702927i            4937946.813181741                                 5.141348594493837E-14                             8.935754048719489E-31                             4.813882852115908E-13
632.8527699743339                                 295.9026819535309                                 140.3674180265158                                 44.911518335626354                                0.8883523075662089                                170.95201697871903                                0                                                 3.2930798960567385E8                              1051088.7414929043+0.10640300681538875i           4939187.213554952                                 5.141250115526329E-14                             1.340218988524192E-30                             9.200833005548344E-13
632.8527699743339                                 295.9026819535309                                 140.3674180265158                                 44.911518335626354                                0.8883523075662089                                170.95201697871903                                0                                                 3.2930798960567385E8                              1401771.5538827598-0.018618939506083464i          3.764370020711196E7                               5.141889616470626E-14                             2.3454750844567077E-31                            1.4921192062346655E-12
147.7195118854758                                 811.4778722042066                                 188.48299779597554                                37.961749356714094                                133.9161136546993                                 322.0755130510528                                 30.349272967509126                                2.808203237529182E8                               1346246.000081378+8.424718210943931i              79898.57739886292                                 3.8149356492941423E-14                            2.17857732590104E-25                              1.060842981992833E-11
147.7195118854758                                 811.4778722042066                                 188.48299779597554                                37.961749356714094                                133.9161136546993                                 322.0755130510528                                 30.349272967509126                                2.808203237529182E8                               2745466.665987272+18.39807227016632i              74612.88948297435                                 3.84415965869641E-14                              4.794067189504838E-25                             1.485468361197503E-11
147.7195118854758                                 811.4778722042066                                 188.48299779597554                                37.961749356714094                                133.9161136546993                                 322.0755130510528                                 30.349272967509126                                2.808203237529182E8                               4246269.943475268+31.267940084406035i             67901.33811201832                                 3.873083332312991E-14                             8.208928849612829E-25                             1.8638982441193298E-11
147.7195118854758                                 811.4778722042066                                 188.48299779597554                                37.961749356714094                                133.9161136546993                                 322.0755130510528                                 30.349272967509126                                2.808203237529182E8                               5890023.0542609515+48.072127202220486i            61262.35094074534                                 3.888557003447358E-14                             1.2671037875197778E-24                            2.1859291702053428E-11
883.1617617698937                                 725.9723748498318                                 141.96847800910956                                39.05726285037721                                 90.73059169146947                                 325.4231143250165                                 28.652707283740714                                9.158196804255865E8                               342610.577036456+3.008113077560924i               56947.75565323725                                 1.7281146024969617E-13                            6.679026955126462E-27                             1.686127826691471E-12
883.1617617698937                                 725.9723748498318                                 141.96847800910956                                39.05726285037721                                 90.73059169146947                                 325.4231143250165                                 28.652707283740714                                9.158196804255865E8                               685332.3348187705+6.02734603046545i               56851.9155325303                                  1.7281607625155612E-13                            1.338310125818306E-26                             4.744042668698985E-12
883.1617617698937                                 725.9723748498318                                 141.96847800910956                                39.05726285037721                                 90.73059169146947                                 325.4231143250165                                 28.652707283740714                                9.158196804255865E8                               1028277.1882817498+9.068873996907307i             56692.66044673609                                 1.7281505093035426E-13                            2.0136381468109217E-26                            9.118617056884353E-12
883.1617617698937                                 725.9723748498318                                 141.96847800910956                                39.05726285037721                                 90.73059169146947                                 325.4231143250165                                 28.652707283740714                                9.158196804255865E8                               1371557.0039514569+12.143781946082033i            56471.5757430909                                  1.7282002777050573E-13                            2.696463397790643E-26                             1.473265831660165E-11
52.01418021087659                                 340.81858819433                                   192.21237746973745                                13.112124844464                                   0.6480642724544626                                141.95524852529817                                20.081207222559886                                0                                                 2836322.25780176+0.12490174924100518i             1.1354213511971166E7                              4.92938572675156E-15                              1.6289552629838665E-29                            3.4261326881129554E-12
52.01418021087659                                 340.81858819433                                   192.21237746973745                                13.112124844464                                   0.6480642724544626                                141.95524852529817                                20.081207222559886                                0                                                 6006728.047382298+0.2656336177047719i             1.13064153914018E7                                5.075375696244225E-15                             3.566966790868752E-29                             4.503583961917636E-12
52.01418021087659                                 340.81858819433                                   192.21237746973745                                13.112124844464                                   0.6480642724544626                                141.95524852529817                                20.081207222559886                                0                                                 9766459.717510348+0.43530212044423994i            1.1218024515414461E7                              5.134486562365407E-15                             5.913377949814288E-29                             5.301461245340574E-12
52.01418021087659                                 340.81858819433                                   192.21237746973745                                13.112124844464                                   0.6480642724544626                                141.95524852529817                                20.081207222559886                                0                                                 1.4277038344993098E7+0.6438845716759128i          1.1086644231771495E7                              5.1303221713705485E-15                            8.739779802344623E-29                             5.867690781971161E-12
66.02874568452495                                 537.8283513263599                                 143.0990261982795                                 16.9981482808662                                  17.232555076161667                                539.7633184722458                                 17.718081540658936                                3.383606625411596E8                               3549029.943656728+1.8700525753217074i             948911.8088154229                                 7.87640042507354E-15                              6.430406885557878E-27                             4.618223578979862E-12
66.02874568452495                                 537.8283513263599                                 143.0990261982795                                 16.9981482808662                                  17.232555076161667                                539.7633184722458                                 17.718081540658936                                3.383606625411596E8                               7335750.088846077+4.218314154584318i              869512.0633529407                                 7.998580869739015E-15                             1.4730202276749368E-26                            6.311820895150956E-12
66.02874568452495                                 537.8283513263599                                 143.0990261982795                                 16.9981482808662                                  17.232555076161667                                539.7633184722458                                 17.718081540658936                                3.383606625411596E8                               1.156403225212658E7+7.433010732962531i            777883.4625412807                                 8.085100009167414E-15                             2.6236566917888205E-26                            7.71616909904871E-12
66.02874568452495                                 537.8283513263599                                 143.0990261982795                                 16.9981482808662                                  17.232555076161667                                539.7633184722458                                 17.718081540658936                                3.383606625411596E8                               1.6388368664712602E7+11.786819972967422i          695198.9044670108                                 8.099932303157552E-15                             4.168068904101312E-26                             8.819974155524862E-12
779.0588755923885                                 973.5534482782053                                 214.71297188180196                                12.666469350741991                                0.3974601717830435                                282.5494618212049                                 0                                                 0                                                 163992.75618071144+0.015375345001489231i          5332978.094632635                                 2.5776366706045346E-13                            2.8666382883193324E-31                            2.371253508545163E-13
779.0588755923885                                 973.5534482782053                                 214.71297188180196                                12.666469350741991                                0.3974601717830435                                282.5494618212049                                 0                                                 0                                                 328789.2634181204+0.030744795390828916i           5347071.906619036                                 2.578670066896816E-13                             5.734475640897897E-31                             1.3962105491742676E-12
779.0588755923885                                 973.5534482782053                                 214.71297188180196                                12.666469350741991                                0.3974601717830435                                282.5494618212049                                 0                                                 0                                                 495186.8984326971+0.04734124528696667i            5229973.307958926                                 2.579734758382812E-13                             8.833667716496011E-31                             4.1603628105829595E-12
779.0588755923885                                 973.5534482782053                                 214.71297188180196                                12.666469350741991                                0.3974601717830435                                282.5494618212049                                 0                                                 0                                                 663969.7901728485+0.47092781643210757i            704959.1965104991                                 2.5814267099555643E-13                            8.793068760784974E-30                             9.25079498482239E-12
13.804039047952816                                437.25807211771524                                98.12573208014983                                 47.98915400580204                                 0.017299959732543724                              252.0231850725725                                 0                                                 0                                                 2.2615817569126647E7+18.886149138467793i          598740.8392074656                                 1.0509810936898032E-15                            1.9904181445492348E-28                            4.351900828825769E-12
13.804039047952816                                437.25807211771524                                98.12573208014983                                 47.98915400580204                                 0.017299959732543724                              252.0231850725725                                 0                                                 0                                                 5.689387755956574E7+47.51150784458029i            598737.8652102606                                 1.1479322198071899E-15                            5.469165467282816E-28                             4.730258767222379E-12
13.804039047952816                                437.25807211771524                                98.12573208014983                                 47.98915400580204                                 0.017299959732543724                              252.0231850725725                                 0                                                 0                                                 1.0590137056201644E8+88.41026174894449i           598920.1279753388                                 1.1448120672929672E-15                            1.0149458652327156E-27                            4.952586386472466E-12
13.804039047952816                                437.25807211771524                                98.12573208014983                                 47.98915400580204                                 0.017299959732543724                              252.0231850725725                                 0                                                 0                                                 1.6923974213852444E8+190.78372503941497i          443538.20563980594                                1.1390220400060537E-15                            2.1791115144606985E-27                            5.131566185989702E-12
663.3931154139499                                 369.0170100786078                                 83.86848586034112                                 19.729376647649858                                0.2783951079264217                                437.0851306374949                                 24.849716057434783                                4.1254545981940746E8                              352457.9813533127+0.004934824561803141i           3.5711298034932695E7                              3.785741464335085E-14                             1.3053158700832924E-32                            4.041736986888901E-14
663.3931154139499                                 369.0170100786078                                 83.86848586034112                                 19.729376647649858                                0.2783951079264217                                437.0851306374949                                 24.849716057434783                                4.1254545981940746E8                              705005.0683823073+0.009874947881014904i           3.569664756093181E7                               3.785813839297434E-14                             2.612083256585311E-32                             2.2685537755966144E-13
663.3931154139499                                 369.0170100786078                                 83.86848586034112                                 19.729376647649858                                0.2783951079264217                                437.0851306374949                                 24.849716057434783                                4.1254545981940746E8                              1057733.8073110953+0.014826669484396413i          3.5669973233850375E7                              3.785764822111006E-14                             3.9218428428044E-32                               6.576559206452498E-13
663.3931154139499                                 369.0170100786078                                 83.86848586034112                                 19.729376647649858                                0.2783951079264217                                437.0851306374949                                 24.849716057434783                                4.1254545981940746E8                              1410735.025765875+0.018242111778181018i           3.866698776216202E7                               3.786020159737902E-14                             4.8255962618080325E-32                            1.4359050515752967E-12
666.3020065353861                                 354.1353098754972                                 93.43093764259076                                 25.84193830892045                                 3.2418046624736396                                230.0656163416923                                 10.060155539307798                                3.9397845730307454E8                              348097.7866545939+0.07787926991769063i            2234855.22541823                                  4.1857227838485657E-14                            2.629118757036265E-30                             3.310247242776447E-13
666.3020065353861                                 354.1353098754972                                 93.43093764259076                                 25.84193830892045                                 3.2418046624736396                                230.0656163416923                                 10.060155539307798                                3.9397845730307454E8                              696277.1473997931+0.15583138124587573i            2234072.3089054334                                4.1857886565977445E-14                            5.26077935035252E-30                              9.216519893508055E-13
666.3020065353861                                 354.1353098754972                                 93.43093764259076                                 25.84193830892045                                 3.2418046624736396                                230.0656163416923                                 10.060155539307798                                3.9397845730307454E8                              1044619.6940883419+0.23393292303542348i           2232733.3847106923                                4.1857237805808966E-14                            7.897320852489484E-30                             1.7698868363470456E-12
666.3020065353861                                 354.1353098754972                                 93.43093764259076                                 25.84193830892045                                 3.2418046624736396                                230.0656163416923                                 10.060155539307798                                3.9397845730307454E8                              1393207.4218287312+0.31170667309594396i           2234805.2545539523                                4.186094475203118E-14                             1.0523809923549231E-29                            2.8750496363474064E-12
