d_t_1                                             d_t_2                                             d_beam_w                                          d_max                                             Frequency (Hz)                                    Quality factor                                    abs(solid.Qted) (W)
3.000000000000083                                 5.000000000000071                                 3.000000000000083                                 20000.000000000033                                146927.74690651963+4.081358366777603i             17999.858589056857                                2.8425956010612815E-15
3.000000000000083                                 5.000000000000071                                 3.000000000000083                                 20000.000000000033                                293884.4225982909+8.163685521782442i              17999.494334644383                                1.5161193398517795E-14
3.000000000000083                                 5.000000000000071                                 3.000000000000083                                 20000.000000000033                                440902.98458923434+12.244699468125727i            18003.830381340507                                4.265303367537987E-14
3.000000000000083                                 5.000000000000071                                 3.000000000000083                                 20000.000000000033                                588015.4827586858+16.333137697775882i             18000.689568630056                                9.16829770161191E-14
3.0000000000000293                                4.999999999999942                                 3.0000000000000293                                15000.000000000276                                146378.33778768984+4.065997314800188i             18000.299367497453                                2.7379801443025724E-15
3.0000000000000293                                4.999999999999942                                 3.0000000000000293                                15000.000000000276                                292789.688146999+8.134787606133596i               17996.14829072179                                 1.4772264922928693E-14
3.0000000000000293                                4.999999999999942                                 3.0000000000000293                                15000.000000000276                                439258.05603471363+12.193651472916837i            18011.752140462333                                4.181588653908751E-14
3.0000000000000293                                4.999999999999942                                 3.0000000000000293                                15000.000000000276                                585809.9308320502+17.12549764613131i              17103.44256665686                                 8.97682359137627E-14
3.000000000000255                                 5.0000000000001386                                3.000000000000255                                 10000.000000000002                                145886.23787689148+4.05231227913037i              18000.36964429078                                 2.5357459260112978E-15
3.000000000000255                                 5.0000000000001386                                3.000000000000255                                 10000.000000000002                                291800.26076434733+8.105479949927554i             18000.183984599462                                1.4001363097185052E-14
3.000000000000255                                 5.0000000000001386                                3.000000000000255                                 10000.000000000002                                437769.81246505113+12.160033375136994i            18000.354068113116                                4.018606686553001E-14
3.000000000000255                                 5.0000000000001386                                3.000000000000255                                 10000.000000000002                                583821.849211178+16.18228159663883i               18038.922562454823                                8.700953092617476E-14
3.000000000000077                                 5.000000000000128                                 5.000000000000128                                 20000.000000000342                                146879.41319336806+4.079939725725627i             18000.194006204856                                2.8247187797056185E-15
3.000000000000077                                 5.000000000000128                                 5.000000000000128                                 20000.000000000342                                293787.96102073987+8.160649734993793i             18000.28003658489                                 1.5119567013032804E-14
3.000000000000077                                 5.000000000000128                                 5.000000000000128                                 20000.000000000342                                440758.87075002654+12.245127611316425i            17997.31635065611                                 4.265973367906788E-14
3.000000000000077                                 5.000000000000128                                 5.000000000000128                                 20000.000000000342                                587823.5655260789+16.328454865276022i             17999.975208191587                                8.603475692011073E-14
2.9999999999999845                                5.000000000000065                                 5.000000000000065                                 14999.99999999993                                 146336.6681605211+4.06472542931603i               18000.806045237525                                2.7194648206706076E-15
2.9999999999999845                                5.000000000000065                                 5.000000000000065                                 14999.99999999993                                 292697.1191182489+8.131060579264172i              17998.704859282752                                1.4737413279538082E-14
2.9999999999999845                                5.000000000000065                                 5.000000000000065                                 14999.99999999993                                 439115.9439182699+12.197450607631067i             18000.316543342753                                4.1829285383244367E-14
2.9999999999999845                                5.000000000000065                                 5.000000000000065                                 14999.99999999993                                 585621.6393624528+15.840842290675315i             18484.54863120487                                 8.469124318077542E-14
2.9999999999998845                                4.999999999999837                                 4.999999999999837                                 9999.999999999802                                 145841.12743456618+4.050888284407414i             18001.129282671624                                2.5172754357509445E-15
2.9999999999998845                                4.999999999999837                                 4.999999999999837                                 9999.999999999802                                 291706.1368446606+8.10285260193943i               18000.212466831264                                1.3964804504286538E-14
2.9999999999998845                                4.999999999999837                                 4.999999999999837                                 9999.999999999802                                 437627.1048318469+12.155989419547273i             18000.47243082047                                 4.018930416552058E-14
2.9999999999998845                                4.999999999999837                                 4.999999999999837                                 9999.999999999802                                 583630.945930946+16.170099341385804i              18046.60978294566                                 8.219194428530204E-14
4.9999999999999645                                2                                                 2                                                 19999.999999999905                                147004.95581428037+4.083375876482889i             18000.41929288399                                 2.975765637882336E-15
4.9999999999999645                                2                                                 2                                                 19999.999999999905                                294038.8478516025+8.167696212217255i              18000.109223686468                                1.5744454429440368E-14
4.9999999999999645                                2                                                 2                                                 19999.999999999905                                441134.89537437435+12.25359256830885i             18000.226991195577                                4.4060157841228617E-14
4.9999999999999645                                2                                                 2                                                 19999.999999999905                                588324.9731050602+17.70580143313339i              16613.9040733876                                  9.443555539270776E-14
5.000000000000025                                 2                                                 2                                                 15000.00000000008                                 146461.47337338194+4.068346857891103i             18000.12123957682                                 2.8642318560272508E-15
5.000000000000025                                 2                                                 2                                                 15000.00000000008                                 292947.44226820767+8.137402703724335i             18000.058061162952                                1.535153813237351E-14
5.000000000000025                                 2                                                 2                                                 15000.00000000008                                 439491.8507728146+12.207775544125843i             18000.48867151313                                 4.325405414588004E-14
5.000000000000025                                 2                                                 2                                                 15000.00000000008                                 586123.897393676+17.10953177921017i               17128.577945828954                                9.270517949999801E-14
5.00000000000002                                  2                                                 2                                                 9999.999999999747                                 145961.483658086+4.054734873372549i               17998.893665848518                                2.6466415860892837E-15
5.00000000000002                                  2                                                 2                                                 9999.999999999747                                 291954.77846865176+8.110141248079744i             17999.364594161245                                1.4527482371986667E-14
5.00000000000002                                  2                                                 2                                                 9999.999999999747                                 438001.98565716203+12.165568115564803i            18001.707010162994                                4.154324368494846E-14
5.00000000000002                                  2                                                 2                                                 9999.999999999747                                 584131.4653632848+16.226378774927856i             17999.440092753553                                8.967403753578827E-14
5.000000000000076                                 2                                                 2.9999999999999982                                20000.000000000076                                146937.96517345286+4.081409784940634i             18000.88363040875                                 2.8445614177091514E-15
5.000000000000076                                 2                                                 2.9999999999999982                                20000.000000000076                                293901.6932504335+8.163807447070985i              18000.283271985114                                1.5169055888009235E-14
5.000000000000076                                 2                                                 2.9999999999999982                                20000.000000000076                                440928.016945747+12.248352478593407i              17999.482694361195                                4.2670229600931764E-14
5.000000000000076                                 2                                                 2.9999999999999982                                20000.000000000076                                588048.5381367413+16.317013254943205i             18019.49072875225                                 9.171525075926182E-14
5.000000000000028                                 2                                                 3.000000000000027                                 15000.000000001972                                146389.88126635342+4.066357262309706i             18000.125397638614                                2.739709414875098E-15
5.000000000000028                                 2                                                 3.000000000000027                                 15000.000000001972                                292808.18020707334+8.133440444467107i             18000.265828850675                                1.4779119452000337E-14
5.000000000000028                                 2                                                 3.000000000000027                                 15000.000000001972                                439283.63698557013+12.20328680380777i             17998.578745545008                                4.18337047576748E-14
5.000000000000028                                 2                                                 3.000000000000027                                 15000.000000001972                                585845.7143243512+15.927211884992783i             18391.345533501535                                9.001725637132195E-14
4.999999999999955                                 2                                                 2.9999999999998215                                10000.000000000036                                145900.36190514063+4.0525014863372135i            18001.27185603978                                 2.5372714657092112E-15
4.999999999999955                                 2                                                 2.9999999999998215                                10000.000000000036                                291819.8062471058+8.105970821770192i              18000.299573209584                                1.4007780247726491E-14
4.999999999999955                                 2                                                 2.9999999999998215                                10000.000000000036                                437795.9917463338+12.161001513239656i             17999.99742084055                                 4.020157692373587E-14
4.999999999999955                                 2                                                 2.9999999999998215                                10000.000000000036                                583855.4681183613+16.216007927586105i             18002.44149872191                                 8.703638241278724E-14
5.000000000000332                                 2                                                 5.000000000000332                                 20000.000000001302                                146886.47838410462+4.080039650457212i             18000.618985118734                                2.8268321402155383E-15
5.000000000000332                                 2                                                 5.000000000000332                                 20000.000000001302                                293800.34250522987+8.161054077134045i             18000.146778122475                                1.512839063217905E-14
5.000000000000332                                 2                                                 5.000000000000332                                 20000.000000001302                                440776.6381810304+12.24385355919685i              17999.91465309456                                 4.267862121115901E-14
5.000000000000332                                 2                                                 5.000000000000332                                 20000.000000001302                                587847.3147061804+16.290918325374975i             18042.17856124559                                 9.195413507846473E-14
5.0000000000003615                                2                                                 5.0000000000003615                                14999.999999998956                                146341.10229097705+4.064923005605385i             18000.476526759758                                2.72123382824881E-15
5.0000000000003615                                2                                                 5.0000000000003615                                14999.999999998956                                292707.94147366926+8.131184318155295i             17999.09644282083                                 1.474488598681098E-14
5.0000000000003615                                2                                                 5.0000000000003615                                14999.999999998956                                439132.9870289135+12.196027680738748i             18003.11538003603                                 4.185045728622396E-14
5.0000000000003615                                2                                                 5.0000000000003615                                14999.999999998956                                585644.9855165507+15.658216432900351i             18700.884229892898                                9.00815047196255E-14
4.999999999999774                                 2                                                 4.999999999999774                                 9999.999999999474                                 145846.74497301568+4.050933139545024i             18001.62332343509                                 2.518701270913989E-15
4.999999999999774                                 2                                                 4.999999999999774                                 9999.999999999474                                 291717.8319740172+8.103085046169193i              18000.417761373574                                1.3970955569644051E-14
4.999999999999774                                 2                                                 4.999999999999774                                 9999.999999999474                                 437644.31084421143+12.156513726761217i            18000.403762174396                                4.0204064396740384E-14
4.999999999999774                                 2                                                 4.999999999999774                                 9999.999999999474                                 583653.8805382281+16.212874199295953i             17999.704227753413                                8.721915771508747E-14
4.999999999999947                                 2.9999999999999982                                2                                                 19999.999999999745                                146994.03835183464+4.083174709798498i             17999.969239509814                                2.9744124676574855E-15
4.999999999999947                                 2.9999999999999982                                2                                                 19999.999999999745                                294017.9917018345+8.16748525338468i               17999.297371243338                                1.5738708751373897E-14
4.999999999999947                                 2.9999999999999982                                2                                                 19999.999999999745                                441104.0280302081+12.250228035755926i             18003.910896299956                                4.4046929245477796E-14
4.999999999999947                                 2.9999999999999982                                2                                                 19999.999999999745                                588288.4063491686+19.455720802382338i             15118.648451131376                                9.417241371334208E-14
4.999999999999949                                 2.9999999999999685                                2                                                 14999.999999999918                                146448.74226175417+4.068099422795207i             17999.651316427706                                2.862921900463668E-15
4.999999999999949                                 2.9999999999999685                                2                                                 14999.999999999918                                292926.1411643823+8.136915182265469i              17999.82761297616                                 1.5346094373870048E-14
4.999999999999949                                 2.9999999999999685                                2                                                 14999.999999999918                                439460.8371886015+12.206872263166597i             18000.550334037544                                4.324191768661074E-14
4.999999999999949                                 2.9999999999999685                                2                                                 14999.999999999918                                586081.8904998295+16.280596195239983i             17999.39890012098                                 9.268122791854782E-14
5.0000000000000115                                2.999999999999908                                 2                                                 9999.99999999983                                  145953.49251414055+4.054392394691935i             17999.428558669544                                2.6456697646833732E-15
5.0000000000000115                                2.999999999999908                                 2                                                 9999.99999999983                                  291935.19319881697+8.1093475360903i               17999.918729562978                                1.452309182670355E-14
5.0000000000000115                                2.999999999999908                                 2                                                 9999.99999999983                                  437971.9426778227+12.169802664292185i             17994.20889390827                                 4.15327487447995E-14
5.0000000000000115                                2.999999999999908                                 2                                                 9999.99999999983                                  584095.212851405+21.563553357289642i              13543.575197776148                                8.955242736204791E-14
5.000000000000071                                 2.9999999999999982                                2.9999999999999982                                19999.999999999993                                146929.95661690785+4.081376886269987i             18000.047620104364                                2.8430991061315E-15
5.000000000000071                                 2.9999999999999982                                2.9999999999999982                                19999.999999999993                                293889.78677310096+8.163474758168697i             18000.287590711454                                1.5163210363146253E-14
5.000000000000071                                 2.9999999999999982                                2.9999999999999982                                19999.999999999993                                440911.1459262977+12.24868690738957i              17998.302563366822                                4.265762007281413E-14
5.000000000000071                                 2.9999999999999982                                2.9999999999999982                                19999.999999999993                                588026.4995367164+16.333830050679776i             18000.263799495155                                9.169282712937132E-14
4.999999999999882                                 3.0000000000002163                                3.0000000000002163                                14999.999999997883                                146383.64743643717+4.066203525383767i             18000.039413007587                                2.7384279104044074E-15
4.999999999999882                                 3.0000000000002163                                3.0000000000002163                                14999.999999997883                                292797.29574577376+8.13327956281869i              17999.952754870756                                1.477344952480867E-14
4.999999999999882                                 3.0000000000002163                                3.0000000000002163                                14999.999999997883                                439267.3485155046+12.200904813954978i             18001.425107959058                                4.182125155936193E-14
4.999999999999882                                 3.0000000000002163                                3.0000000000002163                                14999.999999997883                                585824.0861805162+16.15944310547714i              18126.369898913297                                8.999753931338969E-14
4.99999999999969                                  3.0000000000001474                                3.0000000000001474                                9999.99999999989                                  145889.61836550047+4.052331354363726i             18000.702016678937                                2.5361457016528505E-15
4.99999999999969                                  3.0000000000001474                                3.0000000000001474                                9999.99999999989                                  291806.47838981147+8.105741787302499i             17999.986062160388                                1.400341016199707E-14
4.99999999999969                                  3.0000000000001474                                3.0000000000001474                                9999.99999999989                                  437778.35045562434+12.160958125575235i            17999.336316061723                                4.019072799899267E-14
4.99999999999969                                  3.0000000000001474                                3.0000000000001474                                9999.99999999989                                  583831.6717521155+16.47467982119487i              17719.059735563365                                8.675881287277825E-14
5.000000000000629                                 3.0000000000002776                                5.000000000000629                                 20000.00000000237                                 146880.03229813327+4.079790835839547i             18000.926788678786                                2.8251821024050637E-15
5.000000000000629                                 3.0000000000002776                                5.000000000000629                                 20000.00000000237                                 293789.80691557337+8.160656957959295i             18000.377201805844                                1.512163193155145E-14
5.000000000000629                                 3.0000000000002776                                5.000000000000629                                 20000.00000000237                                 440761.50654281996+12.243357480959059i            18000.02602342873                                 4.266352711174198E-14
5.000000000000629                                 3.0000000000002776                                5.000000000000629                                 20000.00000000237                                 587827.0719682624+16.344872045324223i             17982.002867269068                                8.737238890601361E-14
4.999999999999929                                 2.999999999999917                                 4.999999999999929                                 14999.999999999925                                146335.28108218274+4.064788143684378i             18000.357695091134                                2.7197736247267376E-15
4.999999999999929                                 2.999999999999917                                 4.999999999999929                                 14999.999999999925                                292697.9182976002+8.130310317787083i              18000.41492003275                                 1.4738369783151034E-14
4.999999999999929                                 2.999999999999917                                 4.999999999999929                                 14999.999999999925                                439118.24647081917+12.197745214285803i            17999.97617414246                                 4.183518058248598E-14
4.999999999999929                                 2.999999999999917                                 4.999999999999929                                 14999.999999999925                                585625.3503985597+16.425168014483116i             17827.073363332373                                8.605783123916635E-14
5.000000000000254                                 3.0000000000000955                                5.000000000000254                                 10000.000000000262                                145840.95441418534+4.05116057284401i              17999.898028205083                                2.517588277226713E-15
5.000000000000254                                 3.0000000000000955                                5.000000000000254                                 10000.000000000262                                291707.1109066891+8.103001163974815i              17999.94255237624                                 1.3966047770269938E-14
5.000000000000254                                 3.0000000000000955                                5.000000000000254                                 10000.000000000262                                437629.3214538446+12.156356493172423i             18000.02005945051                                 4.0192243664331995E-14
5.000000000000254                                 3.0000000000000955                                5.000000000000254                                 10000.000000000262                                583633.9676932686+16.21230470169268i              17999.72238469877                                 8.346797751401626E-14
5.000000000000038                                 5.000000000000038                                 2                                                 20000.000000000233                                146990.148513178+4.082319820740127i               18003.26223418326                                 2.973852002304375E-15
5.000000000000038                                 5.000000000000038                                 2                                                 20000.000000000233                                294003.235210751+8.166460091178507i               18000.6533998947                                  1.5736063966243114E-14
5.000000000000038                                 5.000000000000038                                 2                                                 20000.000000000233                                441081.4338540048+12.25241813027855i              17999.77070501622                                 4.404202023136678E-14
5.000000000000038                                 5.000000000000038                                 2                                                 20000.000000000233                                588253.536778536+16.33737668489864i               18003.304573441164                                9.440234604108948E-14
5.000000000000089                                 5.000000000000089                                 2                                                 15000.000000000171                                146442.6105899287+4.067954549612637i              17999.538687554086                                2.8623202934205603E-15
5.000000000000089                                 5.000000000000089                                 2                                                 15000.000000000171                                292911.48144278413+8.136275827096624i             18000.341167595183                                1.5343489115861267E-14
5.000000000000089                                 5.000000000000089                                 2                                                 15000.000000000171                                439438.2932437063+12.207266801004955i             17999.04517559681                                 4.323671628860467E-14
5.000000000000089                                 5.000000000000089                                 2                                                 15000.000000000171                                586051.7350560507+16.28519022444905i              17993.395440239463                                9.267283339917522E-14
4.999999999999688                                 4.999999999999688                                 2                                                 9999.99999999975                                  145949.98041912957+4.053897321145319i             18001.193525283663                                2.64523304525985E-15
4.999999999999688                                 4.999999999999688                                 2                                                 9999.99999999975                                  291922.059839861+8.106332007936379i               18005.804570677632                                1.4520436637744323E-14
4.999999999999688                                 4.999999999999688                                 2                                                 9999.99999999975                                  437950.1126947683+12.180067434849871i             17978.148111138005                                4.1527416750353675E-14
4.999999999999688                                 4.999999999999688                                 2                                                 9999.99999999975                                  584060.8080491343+16.083537239548267i             18157.100622521994                                8.964383662513046E-14
5.000000000000125                                 5.000000000000125                                 3.0000000000000195                                20000.000000000564                                146929.7552080655+4.081072075517102i              18001.36734775143                                 2.8423700659820913E-15
5.000000000000125                                 5.000000000000125                                 3.0000000000000195                                20000.000000000564                                293882.8640239355+8.16309194930753i               18000.707688271537                                1.5159942715438686E-14
5.000000000000125                                 5.000000000000125                                 3.0000000000000195                                20000.000000000564                                440898.4565097014+12.247822215143856i             17999.055210181225                                4.265032809893742E-14
5.000000000000125                                 5.000000000000125                                 3.0000000000000195                                20000.000000000564                                588007.5374798349+16.19017200221423i              18159.397485073678                                9.167724023198621E-14
5.000000000000218                                 5.000000000000218                                 3.000000000000017                                 15000.000000000042                                146372.84928329487+4.066256357282853i             17998.47776704166                                 2.73758084844448E-15
5.000000000000218                                 5.000000000000218                                 3.000000000000017                                 15000.000000000042                                292785.1200822117+8.133175417442015i              17999.43472596938                                 1.4770032979670086E-14
5.000000000000218                                 5.000000000000218                                 3.000000000000017                                 15000.000000000042                                439251.63741203415+12.200483783679433i            18001.402452566486                                4.181241740694179E-14
5.000000000000218                                 5.000000000000218                                 3.000000000000017                                 15000.000000000042                                585804.3893442241+16.19061494793263i              18090.862861852704                                8.998094258972518E-14
5.000000000000141                                 5.000000000000141                                 3.0000000000001266                                10000.00000000051                                 145886.9547401688+4.0526519180929395i             17998.949538309214                                2.535583410978142E-15
5.000000000000141                                 5.000000000000141                                 3.0000000000001266                                10000.00000000051                                 291798.50225817185+8.104520854000794i             18002.205652548564                                1.4000796433489464E-14
5.000000000000141                                 5.000000000000141                                 3.0000000000001266                                10000.00000000051                                 437765.17907516443+12.16166477904696i             17997.7489524859                                  4.0184075462921455E-14
5.000000000000141                                 5.000000000000141                                 3.0000000000001266                                10000.00000000051                                 583818.0423517311+10.192409510764536i             28639.844275053627                                8.706323515771097E-14
5.000000000000245                                 5.000000000000245                                 5.000000000000245                                 20000.00000000071                                 146878.17595705346+4.079971418648125i             17999.902558841826                                2.8243018851251506E-15
5.000000000000245                                 5.000000000000245                                 5.000000000000245                                 20000.00000000071                                 293784.4526103265+8.160723717214319i              17999.901895380834                                1.5117655557587602E-14
5.000000000000245                                 5.000000000000245                                 5.000000000000245                                 20000.00000000071                                 440753.12892929406+12.243105809755445i            18000.0538988286                                  4.2654802321231525E-14
5.000000000000245                                 5.000000000000245                                 5.000000000000245                                 20000.00000000071                                 587815.6999827869+16.294538809331872i             18037.19966735635                                 8.607317460637624E-14
4.999999999999987                                 4.999999999999987                                 4.999999999999987                                 14999.999999999367                                146333.16188652196+4.064770041227901i             18000.177181278956                                2.718995867812992E-15
4.999999999999987                                 4.999999999999987                                 4.999999999999987                                 14999.999999999367                                292692.5250159134+8.130575675872668i              17999.49577275795                                 1.473499909977343E-14
4.999999999999987                                 4.999999999999987                                 4.999999999999987                                 14999.999999999367                                439109.78731902083+12.19528045226867i             18003.267290065938                                4.182930812830604E-14
4.999999999999987                                 4.999999999999987                                 4.999999999999987                                 14999.999999999367                                585613.9647527003+16.534466107742983i             17708.886423566895                                8.422516208561626E-14
5.000000000000196                                 5.000000000000196                                 5.000000000000196                                 10000.000000000762                                145838.73434476648+4.050944174335683i             18000.585550983535                                2.5169754430533896E-15
5.000000000000196                                 5.000000000000196                                 5.000000000000196                                 10000.000000000762                                291702.11418768996+8.102724049130853i             18000.24981839133                                 1.3963630295199867E-14
5.000000000000196                                 5.000000000000196                                 5.000000000000196                                 10000.000000000762                                437620.97823028325+12.156053201461413i            18000.12598569736                                 4.018561568219674E-14
5.000000000000196                                 5.000000000000196                                 5.000000000000196                                 10000.000000000762                                583622.8064749751+16.212525642418782i             17999.132872548864                                8.223101296026424E-14
